Soil_pH,N,P,K,Temperature,Rainfall,Crop,Recommended_Fertilizer
6.64,66,80,35,16.55,2967.5,0,MOP
6.48,142,81,64,30.76,2238.96,4,MOP
7.8,144,54,18,34.06,678.99,1,MOP
6.11,113,64,112,16.98,786.93,0,Compost
4.91,159,49,60,10.57,2087.66,4,Compost
4.71,157,41,89,14.95,2064.59,4,Compost
4.7,142,51,99,15.66,2385.01,3,Compost
5.6,112,41,89,25.62,813.16,4,NPK
5.04,149,75,61,32.29,1662.01,2,Compost
5.22,137,89,73,34.23,2543.42,6,Compost
5.01,91,64,101,11.98,518.47,2,Compost
5.55,100,78,114,24.57,1043.38,6,NPK
7.76,75,59,58,14.5,1668.01,5,NPK
6.47,110,51,55,17.96,1410.76,2,NPK
8.11,64,47,21,14.44,498.06,4,MOP
4.92,145,84,86,11.84,967.12,6,Compost
6.06,65,80,25,11.84,2402.08,6,MOP
6.05,151,55,70,17.58,2746.06,2,Compost
5.82,67,63,84,21.45,799.73,6,Compost
5.64,110,54,93,16.06,811.69,3,NPK
4.57,125,85,31,23.89,1668.22,1,MOP
6.01,62,89,17,39.41,1639.85,5,MOP
7.63,133,73,79,33.78,2494.65,0,NPK
5.4,83,82,16,19.61,2039.43,2,MOP
6.58,80,48,25,28.89,881.84,2,MOP
6.75,102,40,98,38.46,1889.48,4,NPK
5.28,125,55,108,15.19,686.25,6,Compost
4.69,139,51,24,10.9,1084.38,1,MOP
5.38,82,69,67,28.16,1108.48,6,Compost
7.63,159,65,81,21.98,1748.69,4,NPK
6.82,130,67,72,12.55,2950.83,4,NPK
8.29,155,44,33,25.38,760.52,2,MOP
5.82,95,84,99,33.43,2198.8,1,NPK
5.64,145,85,14,28.1,817.61,6,MOP
6.03,116,58,36,20.79,2393.79,4,MOP
7.89,113,56,14,35.34,1488.13,3,MOP
5.42,140,48,61,13.51,2688.15,0,Compost
5.36,114,76,86,13.23,1801.8,1,Compost
4.51,60,72,50,15.7,2143.91,1,Compost
5.91,143,52,44,14.27,624.28,3,MOP
6.72,152,76,89,38.33,1451.51,4,MOP
5.59,62,64,16,17.98,1079.72,0,MOP
5.18,115,68,18,21.49,2676.5,5,MOP
7.37,157,83,30,26.59,2142,5,MOP
5.24,147,45,19,14.63,1003.03,5,MOP
5.05,64,48,103,34.52,1348.7,4,Compost
6.38,96,65,16,27.43,2984.63,3,MOP
7.63,83,85,24,30.36,761.17,2,MOP
7.49,118,67,28,26.04,1947.2,0,MOP
7.25,103,88,48,30.9,2843.09,0,NPK
5.75,152,65,12,16.83,476.43,5,MOP
4.64,98,75,26,11.02,456.97,1,MOP
5.88,105,78,58,29.51,2835.55,0,NPK
4.93,159,65,92,10.77,2401.46,3,Compost
7.57,78,45,28,38.55,471.98,4,MOP
5.39,79,45,43,28.37,2424.2,1,Compost
5.58,99,65,102,13.51,2056.28,1,NPK
5.09,103,43,17,14.23,1612.15,2,MOP
5.36,94,42,84,10.93,1227.88,1,Compost
7.56,84,44,49,37.05,2177.01,6,Compost
5.86,133,68,105,31.44,1732.93,1,Compost
6.36,89,65,24,24.08,2278.94,5,MOP
5.34,129,50,35,19.77,1180.22,3,MOP
5.51,102,81,23,20.49,2119.83,1,MOP
6.57,113,69,50,21.01,2579.75,5,NPK
4.56,122,40,15,32.79,2735.62,2,MOP
6.16,142,75,109,29.23,2502.06,4,MOP
5.02,83,56,90,13.18,2784.21,5,Compost
6.74,86,88,58,13.4,1231.68,3,Compost
5.51,119,79,116,28.03,2958.92,6,MOP
5.91,75,55,68,38.81,239.43,6,NPK
7.05,146,86,12,17.68,2430.87,2,MOP
6.48,151,48,34,24.56,586.95,6,MOP
7.15,142,69,72,20.79,1452.57,6,NPK
4.98,95,51,60,26.45,975.85,0,Compost
4.56,157,68,110,11.68,750.49,6,Compost
5.48,127,87,103,30.72,2763.77,2,Compost
6.8,78,43,21,14.93,425.56,4,MOP
6.43,112,72,32,29.16,1309.35,2,MOP
6.74,67,43,117,21.14,1243,2,NPK
5.83,149,60,98,19.56,2197.61,3,NPK
7.27,68,40,88,33.33,1280.35,6,NPK
5.29,92,60,51,18.55,2157.18,6,Compost
5.2,140,87,94,39.13,2304.41,1,Compost
5.34,120,41,57,37.08,1802.42,4,Compost
4.86,86,45,91,37.71,1124.57,6,Compost
6.72,143,62,38,39.85,2068.49,1,MOP
6.19,114,81,38,24.01,1425.63,2,MOP
5.96,104,57,55,21.8,1574.76,6,Compost
7.19,90,78,41,36.56,522.78,3,NPK
8.07,117,73,22,27.76,2855.34,4,MOP
7.37,76,56,107,18.42,2746.53,1,NPK
7.37,133,47,104,22.42,1451.56,4,Compost
5.17,113,54,27,37.91,624.67,3,MOP
4.62,65,86,55,19.24,439.66,4,Compost
8.25,138,69,32,30.67,1788.66,4,MOP
4.99,120,67,94,13.2,2025.18,4,Compost
4.62,97,43,118,31.66,2293.88,1,Compost
6.24,63,54,43,34.12,787.64,4,NPK
6.96,130,62,34,38.07,1066.57,3,MOP
6.63,131,40,63,20.27,720.18,3,Compost
4.51,157,60,52,29.18,1797.66,5,Compost
6.39,157,81,93,34.96,2843.21,1,Compost
7.21,102,40,64,12.21,2192.82,4,Compost
7.5,130,54,14,38.69,1739.78,5,MOP
4.72,150,50,118,15.17,2043.88,5,Compost
7.15,127,71,28,18.04,2187.19,3,MOP
5.51,138,81,77,38.5,262.7,6,MOP
5.16,110,48,102,29.88,1888.7,6,Compost
7.47,127,66,18,17.14,445.32,4,MOP
7.53,156,84,22,34.05,1413.25,6,MOP
5.44,89,43,49,38.93,704.95,1,Compost
6.44,137,65,73,27.72,2779.21,5,NPK
6.47,89,72,38,10.13,383.82,0,MOP
6.76,112,42,27,28.82,1199.79,3,MOP
7.36,100,54,39,16.46,1436.36,5,MOP
7.5,126,46,28,33.89,1711.63,2,MOP
5.04,155,62,57,31.39,851.38,2,Compost
8.33,113,60,10,26.84,1392.95,1,MOP
4.74,101,48,114,22.27,549.58,3,Compost
7.04,113,46,116,37.93,1643.16,4,NPK
6.91,63,80,80,15.21,545.87,2,NPK
5.75,67,40,73,36.56,713.93,2,NPK
8.14,133,53,33,31.8,2445.02,3,MOP
5.8,73,76,75,14.19,1349.26,4,Compost
4.63,143,51,71,33.14,440.18,0,Compost
6.38,76,83,99,21.71,2364.94,4,Compost
7.77,104,53,19,34.1,1793.74,5,MOP
5.2,136,68,58,35.76,1292.55,6,Compost
7.55,88,60,12,15.16,825.25,2,MOP
4.53,139,62,61,23.23,523.47,1,Compost
4.9,159,55,34,31.91,2436.21,1,MOP
5.21,66,52,79,21.3,532.1,1,Compost
4.61,157,44,49,32.63,962.16,2,Compost
4.53,118,72,38,20.09,829.41,2,MOP
4.52,134,50,108,12.52,1450.14,6,Compost
5.88,133,75,111,12.69,2866.7,1,NPK
5.06,103,54,51,37.35,459.97,5,Compost
6.98,82,49,29,35.88,2652.91,2,MOP
4.5,115,83,85,38.23,2772.31,3,Compost
7.74,145,62,26,19.28,632.48,2,MOP
8.12,127,47,32,33.61,293.65,0,MOP
6.6,107,71,78,16.5,2523.04,6,Compost
7.6,119,55,110,19.95,2460.22,4,MOP
6.61,148,47,103,14.41,1684.93,1,NPK
5.77,84,41,54,21.77,1840.31,3,NPK
5.53,83,64,38,23.7,2345.76,3,MOP
6.83,158,59,17,15.96,400.35,1,MOP
5.42,144,46,55,34.45,1941.38,1,Compost
7.12,85,88,79,37.12,2005.3,1,Compost
7.04,119,54,76,27.05,2939.42,5,NPK
7.12,122,42,15,37.1,2172.62,4,MOP
6.17,121,58,60,23.29,1192.69,2,NPK
6.03,95,60,37,17.6,2872.23,5,MOP
7.31,84,74,24,32.05,958.74,4,MOP
4.64,133,47,16,12.79,1156.89,3,MOP
6.47,106,72,101,10.85,1891.55,1,NPK
4.88,128,47,85,34.49,1648.32,1,Compost
5.19,85,82,99,20.99,1839.01,2,Compost
6.95,116,57,77,22.23,431.51,2,NPK
7.52,137,45,16,18.25,1455.63,1,MOP
5.5,119,52,100,32.14,888.37,5,Compost
4.79,139,69,21,25.72,2297.32,0,MOP
7.78,63,52,67,32.65,2647.85,2,NPK
7.23,78,79,65,37.96,1124.43,4,Compost
7,67,50,22,26.8,1192.01,1,MOP
4.56,121,82,14,16.37,1406.39,1,MOP
4.63,123,62,89,20.47,1465.64,1,Compost
7.64,134,86,89,36.56,2997.84,0,MOP
6.17,150,53,65,30.4,2184.6,1,Compost
5.42,121,69,91,11.52,2357.22,0,Compost
5.43,135,80,46,16.1,510.07,5,Compost
6.71,141,54,34,11.9,2262.03,2,MOP
6.4,90,43,32,19.35,771.96,2,MOP
6.07,111,78,66,29.35,1424.03,4,NPK
5,75,71,68,10.25,2644.31,2,Compost
6.33,84,46,64,13.52,2400.87,0,NPK
5.47,66,55,12,25.11,1630.33,5,MOP
5.24,99,72,74,11.84,2170.09,0,Compost
6.21,135,52,25,13.68,2083.97,6,MOP
6.38,77,63,26,26.1,1846.4,6,MOP
6,96,46,72,29.21,1050.54,4,NPK
8.05,75,59,19,16.53,612.51,3,MOP
7.37,89,62,67,31.5,1175.79,3,NPK
5.31,62,59,62,17.99,2848.34,3,Compost
5.44,76,75,91,39.76,2831.16,3,Compost
5.19,94,78,118,32.53,2592.4,2,Compost
5.14,148,75,45,18.55,2284.89,4,Compost
5.32,99,79,110,23.23,1664.58,0,Compost
7.65,79,68,83,33.73,658.66,4,MOP
4.61,91,56,43,22.49,2326.61,4,Compost
7.02,133,45,33,29.55,2386.42,1,MOP
5.82,130,73,36,12.99,1713.33,1,MOP
4.97,73,87,82,38.82,779.93,1,Compost
5.76,78,74,12,36.78,2661.72,6,MOP
4.57,116,50,39,26.8,293.97,2,MOP
6.68,113,87,73,32.33,457.88,4,NPK
7.33,113,45,25,18.93,1966.16,1,MOP
5.55,133,49,55,36.31,2822.24,3,MOP
6.55,148,89,110,10.36,2615.29,5,Compost
6.4,137,82,29,13.73,606.7,2,MOP
5.83,80,63,102,12.06,432.24,0,NPK
5.36,137,52,90,10.78,1337.75,1,Compost
5.14,123,70,97,29.31,1021.62,5,Compost
4.58,120,41,83,29.71,2887.44,4,Compost
6.51,144,54,68,33.18,2657.98,5,MOP
7.22,101,73,41,38.55,2930.07,1,MOP
4.67,108,81,83,33.32,2266.3,4,Compost
6.38,62,64,107,12.63,2010.06,2,MOP
6.09,115,48,71,30.47,1159.48,4,MOP
5.74,132,60,39,28.45,1656.12,5,MOP
6.31,133,64,45,35.61,2512.9,2,NPK
6.04,101,85,15,25.56,1973.68,6,MOP
4.85,123,54,14,39.52,1558.53,2,MOP
5.94,74,85,68,11.93,1190.9,4,Compost
6.22,102,76,28,13.65,269.62,4,MOP
4.93,93,64,111,20.97,2816.13,0,Compost
6.21,70,42,47,35.82,698.71,0,Compost
4.89,107,60,112,35.7,656.95,3,Compost
6.98,119,89,26,24.72,2745.43,5,MOP
5.07,84,83,92,32.47,2011.29,0,Compost
5.77,137,69,16,28.33,988.68,5,MOP
7.21,143,44,47,34.14,1865.68,5,MOP
5.94,154,75,117,25.24,649.85,3,NPK
7.78,71,58,24,23,2470.88,4,MOP
5.01,88,60,25,25.86,554.58,3,MOP
7.4,101,57,42,13.74,2689.92,5,NPK
5.44,158,67,118,18.89,334.23,1,Compost
5.63,113,80,25,36.92,1994.02,2,MOP
7.34,145,88,66,27.88,1585.93,4,MOP
6.63,143,53,87,17.58,784.27,2,Compost
5.39,145,47,46,14.28,479.15,6,Compost
8.32,77,49,20,18.31,2947.48,0,MOP
4.61,133,85,66,22.6,498.86,4,Compost
5.43,102,49,91,16.87,584.07,2,Compost
7.99,133,45,19,17.08,1969.6,2,MOP
5.17,154,87,36,27.22,2836.8,6,MOP
5.9,121,74,19,22.63,515.48,2,MOP
6.76,138,58,17,29.67,2818.26,2,MOP
5.07,126,42,106,19.89,2683.22,2,Compost
8.12,122,50,38,36.43,1995.69,2,MOP
6.45,111,74,13,31.71,909.21,0,MOP
4.93,65,43,51,10.33,1695.31,3,Compost
4.79,97,87,86,13.33,410.04,2,Compost
6.01,69,49,43,13.93,1143.62,1,MOP
7.97,105,69,10,32.47,1243.69,4,MOP
7.77,75,74,27,15.1,491.05,6,MOP
8.12,97,69,15,20.93,1617.07,4,MOP
6.36,64,43,36,22.1,1100.08,3,MOP
5.21,139,83,107,25.48,2321.76,4,Compost
7.65,102,41,99,23.99,1330.74,4,NPK
5.02,61,80,113,10.08,1268,4,Compost
6.67,127,65,112,37.81,683.2,5,NPK
6.68,139,61,48,18.08,1534.09,3,MOP
5.19,150,80,65,39.75,1902.63,0,Compost
5.61,143,62,37,28.36,1098.54,4,MOP
5.14,152,40,52,29.48,826.68,6,Compost
5.28,86,44,39,21.22,645.11,1,MOP
5.11,148,43,27,38.62,2129.56,2,MOP
6.86,70,50,95,30.87,2387.67,0,NPK
5.12,100,89,70,32.77,1438.1,6,Compost
7.67,125,73,10,30.1,2023.23,1,MOP
6.17,90,57,98,37.11,921,0,NPK
6.74,135,54,40,10.89,478.31,5,MOP
6.29,128,73,105,36.73,571.84,6,NPK
5.79,69,84,23,36.98,208.67,1,MOP
4.91,157,45,34,11.79,2481.04,2,MOP
8.13,133,52,23,23.05,2016.36,6,MOP
7.21,113,69,66,26.64,1518.23,6,NPK
7.84,89,66,14,24.94,2269.8,0,MOP
7.76,117,71,52,30.6,2486.47,0,NPK
5.51,119,84,26,19.05,1172.48,1,MOP
5.98,69,73,98,37.31,1080.68,6,NPK
6.52,78,82,42,27.42,1676.25,6,NPK
6.6,109,83,78,36.53,209.87,1,NPK
5.15,84,62,24,10.52,2670.53,0,MOP
7.69,142,58,52,34.73,2420.09,4,Compost
6.6,63,57,91,29.19,2304.87,1,MOP
6.79,144,89,79,15.71,2050.51,4,NPK
7.72,141,62,75,23.04,1384.46,3,NPK
6.24,109,70,29,14.49,1242.29,5,MOP
4.7,108,80,85,28.32,1297.05,1,Compost
7.58,132,48,83,10.39,1452.46,0,NPK
5.48,82,50,48,15.23,982.17,4,Compost
5.44,129,54,15,25.99,2533.63,3,MOP
6.95,132,46,118,12.83,2243.75,3,NPK
4.65,122,45,109,28.83,566.96,4,Compost
4.61,103,59,116,39.67,683.61,1,Compost
5.77,126,57,37,33.38,576.6,4,MOP
6.31,63,68,57,24.57,1008.25,2,Compost
6.55,149,64,28,30.71,1754.7,1,MOP
7.35,97,83,40,14.33,1359.6,0,NPK
5.59,81,76,88,35.83,2566.63,5,MOP
7.22,156,46,21,19.24,238.51,3,MOP
6.15,64,76,88,11.44,801.03,4,NPK
7.56,145,55,69,13.35,1074.09,0,NPK
6.83,154,77,18,34.09,1143.85,6,MOP
4.78,76,66,51,24.81,2624.45,3,Compost
7.54,127,71,69,17.38,2392.87,6,MOP
5.82,60,86,36,28.23,836.05,6,MOP
4.86,129,54,31,38.26,552.58,3,MOP
6.42,118,64,99,22.52,2146.37,4,Compost
6.83,145,48,104,15.83,1538.49,2,MOP
4.69,152,70,55,37.77,1533.87,0,Compost
6.24,108,44,24,27.4,1835.18,4,MOP
8.21,116,63,36,10.86,957.3,1,MOP
7.02,60,83,33,12.13,2500.6,2,MOP
5.69,122,42,32,24.7,433.86,0,MOP
6.72,97,81,35,20.07,2022.9,2,MOP
5.79,87,75,28,12.38,2690.31,6,MOP
4.8,63,70,80,19.26,1378.41,6,Compost
8.08,147,76,34,30.01,870.89,1,MOP
7.71,113,75,33,18.65,328.82,6,MOP
5.06,102,86,48,34.37,2285.5,3,Compost
6.94,148,47,14,21.6,1034.99,2,MOP
5.33,147,47,94,24.22,946.7,5,Compost
7.98,116,89,15,19.41,1266.95,5,MOP
7.49,99,68,54,10.9,684.19,2,MOP
7.98,117,46,35,31.71,1568.68,6,MOP
6.65,67,64,32,38.27,2705.34,3,MOP
5.06,118,75,34,28.33,277.99,6,MOP
5.19,68,61,67,14.4,1682.44,1,Compost
8.35,113,88,18,26.99,2129.1,6,MOP
5.38,122,40,102,30.11,538.26,2,Compost
8.34,115,54,38,23.56,1073.73,4,MOP
5.56,134,72,23,25.78,2279.77,2,MOP
6.4,97,59,20,38.69,791.65,3,MOP
5.36,123,42,78,33.16,727.2,2,Compost
4.8,61,52,59,16.36,916.67,1,Compost
8.25,95,76,35,23.37,2866.9,4,MOP
8.24,61,63,36,32.12,2156.7,3,MOP
6.66,67,74,60,29.46,2621.21,1,NPK
6.38,95,58,106,26.05,1347.4,6,MOP
4.69,79,56,39,31.11,220.91,5,MOP
6.86,120,53,16,13.6,569.41,6,MOP
4.51,73,73,70,23.12,744.36,4,Compost
4.9,116,88,46,27.57,319.25,3,Compost
5.32,83,80,32,28.75,2489.06,1,MOP
5.23,154,50,68,36.69,1948.44,2,Compost
6.96,120,41,78,11.36,678.65,3,NPK
5.25,122,89,97,15.84,972.92,3,Compost
5.49,143,48,96,15.98,2217.36,1,Compost
6.26,157,75,20,34.7,2796.06,1,MOP
6.32,94,80,20,17.84,1130.38,6,MOP
4.77,125,85,35,23.43,2391.08,1,MOP
6.41,134,59,103,30.96,2004.96,5,NPK
5.98,136,52,57,35.61,408.58,1,NPK
8.43,106,70,28,18.43,1471.28,0,MOP
4.88,119,47,10,26.91,1680.58,1,MOP
7.01,159,84,111,11.19,1007.83,4,Compost
7.55,132,63,13,17.87,377.77,2,MOP
8.39,86,52,23,38.27,2084.11,6,MOP
4.65,70,64,72,16.85,1017.79,1,Compost
5.28,62,67,73,30.44,2387.96,6,Compost
7.22,118,71,78,37.03,836.24,3,Compost
5.42,88,74,88,37.91,2435.32,4,Compost
6.08,65,55,90,14.84,1896.45,1,NPK
6.32,98,60,82,25.94,2517.55,0,NPK
7.53,99,84,12,31.41,1691.86,1,MOP
7.61,155,55,35,11.83,2854.51,1,MOP
5.42,133,42,92,39.5,2128.64,1,Compost
6.61,120,46,103,28.42,2340.07,4,NPK
4.56,61,47,25,10.11,1285.53,6,MOP
6.21,107,61,57,33.65,2349.32,4,NPK
7.5,125,73,21,16.95,789.09,6,MOP
7.34,127,58,67,36.83,2399.63,0,Compost
4.69,60,68,112,37.38,590.7,1,Compost
6.13,124,48,48,22.93,1140.35,0,Compost
7.32,113,89,45,20.78,903.82,2,NPK
7.02,99,87,17,32.52,384.22,6,MOP
5.31,78,41,19,10.09,2251.73,6,MOP
5.7,71,83,119,13.54,684.96,1,Compost
7.68,78,85,33,34.34,2223.01,4,MOP
5.31,76,68,37,14.21,2930.88,0,MOP
7.39,145,53,72,39.46,848.75,2,NPK
4.84,100,47,31,26.32,352.12,3,MOP
7.65,98,57,46,13.66,1582.86,3,NPK
5.86,158,61,12,37.65,610.55,4,MOP
7.78,120,79,101,16.48,470.87,4,NPK
5.02,79,73,99,38.64,925.28,1,Compost
5.19,139,45,113,33.94,1058.19,1,Compost
4.77,119,59,107,10.93,448.36,6,Compost
4.85,96,78,95,35.44,651.58,5,Compost
5.99,110,43,20,14.99,1218.76,2,MOP
6.88,85,82,14,22.36,679.62,3,MOP
4.97,133,83,119,36.91,2943.32,0,Compost
6.81,154,53,74,17.45,827.61,0,NPK
7.3,131,57,63,33.47,2666.2,1,NPK
5.31,145,52,18,36.08,2408.79,3,MOP
6.22,97,85,80,15.56,2429.27,2,NPK
4.72,124,81,69,36.08,1201.26,2,Compost
8.32,95,80,18,16.85,2394.21,5,MOP
5.01,132,64,53,34.65,2125.18,5,Compost
6.52,123,40,12,22.12,1753.14,4,MOP
4.6,87,63,86,14.4,1231.42,4,Compost
6.6,112,62,31,23.83,2257.17,1,MOP
4.99,130,70,62,32.66,1853.28,0,Compost
6.53,79,89,116,11.62,1652.34,6,MOP
8.37,98,83,35,35.73,1947.24,1,MOP
6.8,156,59,76,17.86,433.12,4,MOP
6.4,127,84,17,35.02,2607.96,1,MOP
5.02,147,62,111,31.76,1772.48,2,Compost
8.25,103,50,23,21.1,2431.06,3,MOP
6.5,78,40,14,33.16,2054.13,2,MOP
7,61,66,33,21.03,1006.15,2,MOP
7.67,76,57,25,22.46,1897.03,4,MOP
5.62,92,62,38,19.23,2304.61,2,MOP
6.73,65,71,28,22.79,2358.59,0,MOP
7.33,131,59,90,39.69,1364.81,1,NPK
5.04,107,64,69,20.9,2239.84,0,Compost
4.93,149,74,41,32.9,1273.13,5,Compost
6.53,125,59,55,29.83,850.86,0,NPK
4.84,127,72,90,20.42,1295.3,3,Compost
4.65,99,66,111,36.17,1750,3,Compost
6.99,98,43,32,35.84,1057.92,1,MOP
5.62,119,71,107,33.45,1484.35,3,NPK
5.72,108,50,13,11.3,2898.66,3,MOP
6.3,156,63,74,38.22,2622.58,1,NPK
4.82,125,86,37,11.77,2890.7,4,MOP
6.9,148,87,32,38.45,2743.45,3,MOP
4.82,88,68,99,32.62,2602.14,5,Compost
4.87,158,88,41,11.33,1392.04,2,Compost
4.76,156,84,44,14.35,2730.93,4,Compost
5.36,153,89,24,13.07,2114.03,0,MOP
5.01,64,63,88,37.16,1749.63,6,Compost
6.86,140,61,65,23.69,1953.78,6,NPK
7.66,149,73,68,31.93,482.87,1,NPK
7.12,60,47,34,15.8,2797.4,0,MOP
6.4,100,77,95,17.35,834.29,3,NPK
6.16,92,47,29,27.93,2909.87,4,MOP
5.42,112,70,71,24.87,1375.09,3,Compost
7.11,104,79,23,14.28,2161.46,4,MOP
5.31,120,40,114,21.12,1222.06,0,Compost
6.94,148,84,72,19.01,2895.07,4,NPK
7.37,75,74,36,32.72,855.82,3,MOP
4.6,157,45,68,35.66,423.22,1,Compost
7.5,68,79,117,38.62,313.16,1,MOP
7.95,115,83,18,22.78,1191.65,3,MOP
5.99,150,71,116,12.17,1739.22,2,NPK
5.34,123,42,119,36.83,2541.49,3,Compost
7.6,156,46,69,20.03,900.01,3,Compost
5.29,108,75,25,32.83,1312.55,2,MOP
6.99,140,42,117,33.06,802.95,3,NPK
7.15,93,49,105,23.5,2285.1,6,NPK
5.39,123,48,71,11.13,2545.57,2,Compost
5.19,117,69,114,20.64,1059.52,3,Compost
7.59,67,65,25,11.12,1655.8,3,MOP
6.73,118,40,49,34.39,421.04,4,NPK
5.76,144,70,77,22.54,1255.92,5,MOP
6.59,112,77,26,39.65,532.29,5,MOP
5.1,104,76,95,13.64,1504.71,6,Compost
6.81,90,68,48,20.62,1108.14,6,NPK
5.49,137,87,48,26.97,2256.88,2,Compost
6.33,100,85,90,24.02,312.34,4,NPK
7.27,134,66,24,38.71,1200.9,6,MOP
5.93,122,63,28,18.9,1611.7,0,MOP
5.36,123,63,97,27.76,497.03,5,Compost
7.21,109,73,35,31.04,1020.7,4,MOP
7.14,72,74,58,10.75,2067.73,0,Compost
6.63,61,65,18,17.98,592.54,5,MOP
5.05,115,61,104,30.05,1946.46,4,Compost
5.76,80,71,19,22.26,556.82,0,MOP
7.07,147,52,57,26.47,1263.24,1,NPK
8.01,118,78,24,19.44,1594.29,6,MOP
7.2,125,43,47,29.39,1087.87,1,MOP
4.67,135,70,13,20.34,1008.95,6,MOP
6.16,100,72,26,34.86,537.53,4,MOP
7.6,123,63,11,26.74,506.13,5,MOP
7.28,128,62,26,17.22,703.67,4,MOP
7.35,153,87,29,31.85,2667.93,4,MOP
6.13,101,58,34,23.11,397.85,1,MOP
5.17,134,83,73,39.24,1536.55,4,Compost
7.12,81,55,19,19.81,1833.69,5,MOP
7.71,80,79,47,29.71,650.76,6,NPK
5.89,129,71,94,16.96,847.15,4,Compost
6.9,133,85,97,15.31,2605,4,NPK
5.17,84,71,37,33.61,986.18,3,MOP
7.37,131,85,110,17.26,2245.44,1,NPK
7.52,61,67,33,31.05,425.05,5,MOP
4.86,62,47,38,36.1,2276.05,1,MOP
4.86,63,52,26,19.36,2100.81,4,MOP
5.84,84,46,79,18.69,1691.86,6,NPK
4.68,87,47,66,38.07,2172.72,2,Compost
6.13,73,42,11,32.19,1539.08,0,MOP
5.6,95,52,114,24.29,1508.15,3,Compost
5.03,146,77,91,37.41,548.44,1,Compost
7.78,129,79,59,33.6,1938.96,1,Compost
6.03,73,46,50,34.34,400.93,0,MOP
6.74,91,43,26,35.68,2085.26,3,MOP
7.09,126,89,19,18.05,392.61,1,MOP
7.68,88,85,76,37.74,2570.5,5,NPK
4.66,99,78,51,13.29,1725,3,Compost
6.38,145,87,88,23.09,2488.28,5,NPK
7.3,78,75,47,31.14,2610.56,1,NPK
8.46,118,88,22,10.8,2487.25,5,MOP
7.57,141,44,17,30.02,1468.21,2,MOP
5.95,74,43,96,25.76,2681.36,4,NPK
4.92,73,52,62,35.87,490.61,0,Compost
7.66,133,53,84,20.1,2397.41,5,NPK
6.63,83,53,14,25.85,1940.72,6,MOP
5.67,137,52,14,19.53,2635.91,6,MOP
6.23,126,58,82,10.33,735.31,1,MOP
5.32,119,62,100,14.6,2292.59,0,Compost
4.57,98,85,18,21.87,2738.02,5,MOP
6.29,96,78,81,33.33,385.23,3,MOP
7.6,68,65,77,13.88,2216.09,4,NPK
5.65,98,76,117,15.88,1240.64,6,NPK
5.8,69,42,34,21.86,2902.07,0,MOP
7.22,103,48,80,15.67,1107.92,1,NPK
6.75,143,67,65,37.13,620.56,0,Compost
5.74,110,52,113,37.58,1567.67,6,NPK
8.1,91,81,32,39.55,2824.88,1,MOP
4.58,95,44,32,12.32,412.91,6,MOP
5.97,89,66,54,33.75,1977.81,3,MOP
5.74,79,64,43,23.51,2683.91,6,NPK
5.22,106,50,24,18.3,2864.23,3,MOP
7.84,124,60,11,23.72,2207.78,3,MOP
5.82,157,86,10,28.71,1676.17,1,MOP
6.44,124,57,115,14.26,496.28,0,NPK
8.26,71,69,29,12.46,1057.7,6,MOP
6.72,130,45,46,10.62,2673.83,0,NPK
7.07,102,79,21,17.2,1061.44,0,MOP
4.62,113,70,41,17.22,2036.41,3,Compost
7.4,133,68,47,38.62,1463.98,0,NPK
7.68,136,77,27,15.03,1347.13,5,MOP
4.86,150,67,38,22.22,2849.87,4,MOP
7.06,130,86,72,18.29,1056.91,1,MOP
6.93,140,48,107,26.98,1537.12,5,Compost
5.11,150,66,90,28,530.82,2,Compost
5.33,117,73,29,26.66,2231.14,2,MOP
6.45,110,63,16,19.94,1692.95,5,MOP
7.52,107,81,52,32.52,777.84,2,Compost
7.61,110,56,49,16.63,1184.8,4,MOP
7.34,76,75,24,12.88,294.27,2,MOP
5.49,130,78,114,19.04,466.36,1,Compost
6.23,106,65,118,24.27,1641.2,1,NPK
7.17,108,69,35,25.5,2788.49,1,MOP
6.22,110,60,39,27.99,2587.45,6,MOP
6.26,96,49,32,34.28,221.6,0,MOP
6.94,64,42,79,16.54,394,0,MOP
5.25,131,85,66,18.92,2208.28,5,Compost
6.54,120,55,94,28.41,1466.3,0,NPK
5.42,124,63,84,26.04,2987.3,0,Compost
5.18,130,60,67,33.79,1673.03,4,Compost
5.94,95,41,62,22.59,2170.73,3,MOP
7.91,89,81,28,35.91,1807.88,0,MOP
4.6,76,53,34,17.62,1989.56,6,MOP
5.6,100,76,67,12.8,2798.57,5,NPK
5.59,73,64,21,24.82,2966.89,5,MOP
6.95,151,45,35,33.62,2745.41,6,MOP
5.1,72,49,50,38.34,247.44,1,Compost
6.92,66,52,44,32.26,1494.3,2,NPK
7.77,114,63,94,39.39,871.69,3,NPK
7.55,108,61,31,21.74,787.71,1,MOP
4.53,155,53,91,29.75,1664.33,3,Compost
5.3,119,70,53,39.78,854.72,1,Compost
8.29,127,53,38,19.88,1259.25,2,MOP
4.67,148,83,88,13.94,2125.44,0,Compost
5.03,111,40,101,13.13,976.56,0,Compost
7.16,133,48,13,23.61,2294.54,4,MOP
5.36,117,57,37,35.88,493.59,3,MOP
4.96,67,61,100,13.01,586.87,6,Compost
4.7,149,51,105,13.47,485.01,2,Compost
8.32,152,63,21,24.46,2536.17,2,MOP
4.77,72,67,45,34.9,1552.72,1,Compost
6.54,148,53,28,26.56,660.46,1,MOP
